Category,Defect Type,Total Pixels,Defect Pixels,Coverage (%),H,W
capsule,faulty_imprint,1000000,1417,0.14170000000000002,1000,1000
capsule,faulty_imprint,1000000,2529,0.2529,1000,1000
capsule,faulty_imprint,1000000,5727,0.5727,1000,1000
capsule,faulty_imprint,1000000,3213,0.32130000000000003,1000,1000
capsule,faulty_imprint,1000000,2001,0.20010000000000003,1000,1000
carpet,metal_contamination,1048576,1730,0.16498565673828125,1024,1024
carpet,metal_contamination,1048576,5803,0.5534172058105469,1024,1024
carpet,metal_contamination,1048576,5846,0.5575180053710938,1024,1024
carpet,metal_contamination,1048576,3303,0.3149986267089844,1024,1024
carpet,metal_contamination,1048576,3476,0.3314971923828125,1024,1024
carpet,metal_contamination,1048576,6063,0.5782127380371094,1024,1024
carpet,metal_contamination,1048576,6346,0.6052017211914062,1024,1024
carpet,metal_contamination,1048576,3144,0.299835205078125,1024,1024
carpet,metal_contamination,1048576,14139,1.3484001159667969,1024,1024
carpet,metal_contamination,1048576,9758,0.9305953979492188,1024,1024
carpet,metal_contamination,1048576,3342,0.31871795654296875,1024,1024
carpet,metal_contamination,1048576,3785,0.3609657287597656,1024,1024
carpet,metal_contamination,1048576,4681,0.4464149475097656,1024,1024
carpet,metal_contamination,1048576,3340,0.3185272216796875,1024,1024
carpet,metal_contamination,1048576,4669,0.4452705383300781,1024,1024
carpet,metal_contamination,1048576,3065,0.2923011779785156,1024,1024
carpet,metal_contamination,1048576,4089,0.3899574279785156,1024,1024
carpet,thread,1048576,6723,0.6411552429199219,1024,1024
carpet,thread,1048576,15043,1.4346122741699219,1024,1024
carpet,thread,1048576,26369,2.5147438049316406,1024,1024
carpet,thread,1048576,5040,0.48065185546875,1024,1024
carpet,thread,1048576,1894,0.18062591552734375,1024,1024
carpet,thread,1048576,4649,0.4433631896972656,1024,1024
carpet,thread,1048576,10636,1.0143280029296875,1024,1024
carpet,thread,1048576,6409,0.6112098693847656,1024,1024
carpet,thread,1048576,55773,5.318927764892578,1024,1024
carpet,thread,1048576,9008,0.85906982421875,1024,1024
carpet,thread,1048576,4199,0.4004478454589844,1024,1024
carpet,thread,1048576,17830,1.7004013061523438,1024,1024
carpet,thread,1048576,3116,0.2971649169921875,1024,1024
carpet,thread,1048576,29242,2.7887344360351562,1024,1024
carpet,thread,1048576,21433,2.0440101623535156,1024,1024
carpet,thread,1048576,3389,0.3232002258300781,1024,1024
carpet,thread,1048576,2060,0.1964569091796875,1024,1024
carpet,thread,1048576,5452,0.5199432373046875,1024,1024
carpet,thread,1048576,6667,0.6358146667480469,1024,1024
carpet,hole,1048576,12393,1.1818885803222656,1024,1024
carpet,hole,1048576,16118,1.5371322631835938,1024,1024
carpet,hole,1048576,39410,3.7584304809570312,1024,1024
carpet,hole,1048576,25899,2.469921112060547,1024,1024
carpet,hole,1048576,29732,2.8354644775390625,1024,1024
carpet,hole,1048576,18762,1.7892837524414062,1024,1024
carpet,hole,1048576,15811,1.5078544616699219,1024,1024
carpet,hole,1048576,19255,1.8362998962402344,1024,1024
carpet,hole,1048576,34738,3.3128738403320312,1024,1024
carpet,hole,1048576,29754,2.8375625610351562,1024,1024
carpet,hole,1048576,7035,0.6709098815917969,1024,1024
carpet,hole,1048576,21398,2.0406723022460938,1024,1024
carpet,hole,1048576,29883,2.849864959716797,1024,1024
carpet,hole,1048576,15474,1.4757156372070312,1024,1024
carpet,hole,1048576,59095,5.635738372802734,1024,1024
carpet,hole,1048576,13023,1.2419700622558594,1024,1024
carpet,hole,1048576,13329,1.2711524963378906,1024,1024
carpet,color,1048576,61549,5.869770050048828,1024,1024
carpet,color,1048576,21746,2.0738601684570312,1024,1024
carpet,color,1048576,65771,6.272411346435547,1024,1024
carpet,color,1048576,9409,0.8973121643066406,1024,1024
carpet,color,1048576,12315,1.1744499206542969,1024,1024
carpet,color,1048576,25300,2.4127960205078125,1024,1024
carpet,color,1048576,9088,0.86669921875,1024,1024
carpet,color,1048576,22009,2.0989418029785156,1024,1024
carpet,color,1048576,4309,0.4109382629394531,1024,1024
carpet,color,1048576,16468,1.5705108642578125,1024,1024
carpet,color,1048576,4613,0.4399299621582031,1024,1024
carpet,color,1048576,17148,1.6353607177734375,1024,1024
carpet,color,1048576,21751,2.0743370056152344,1024,1024
carpet,color,1048576,6846,0.6528854370117188,1024,1024
carpet,color,1048576,25289,2.4117469787597656,1024,1024
carpet,color,1048576,3665,0.3495216369628906,1024,1024
carpet,color,1048576,32562,3.1053543090820312,1024,1024
carpet,color,1048576,5934,0.5659103393554688,1024,1024
carpet,color,1048576,7254,0.6917953491210938,1024,1024
carpet,cut,1048576,60295,5.750179290771484,1024,1024
carpet,cut,1048576,33337,3.1792640686035156,1024,1024
carpet,cut,1048576,40279,3.8413047790527344,1024,1024
carpet,cut,1048576,44284,4.2232513427734375,1024,1024
carpet,cut,1048576,42374,4.041099548339844,1024,1024
carpet,cut,1048576,40965,3.906726837158203,1024,1024
carpet,cut,1048576,56995,5.435466766357422,1024,1024
carpet,cut,1048576,60851,5.803203582763672,1024,1024
carpet,cut,1048576,45571,4.345989227294922,1024,1024
carpet,cut,1048576,33329,3.1785011291503906,1024,1024
carpet,cut,1048576,35397,3.375720977783203,1024,1024
carpet,cut,1048576,76542,7.299613952636719,1024,1024
carpet,cut,1048576,48201,4.596805572509766,1024,1024
carpet,cut,1048576,54189,5.167865753173828,1024,1024
carpet,cut,1048576,84065,8.01706314086914,1024,1024
carpet,cut,1048576,40449,3.8575172424316406,1024,1024
carpet,cut,1048576,73025,6.964206695556641,1024,1024
grid,metal_contamination,1048576,2624,0.250244140625,1024,1024
grid,metal_contamination,1048576,4391,0.4187583923339844,1024,1024
grid,metal_contamination,1048576,4243,0.4046440124511719,1024,1024
grid,metal_contamination,1048576,8548,0.8152008056640625,1024,1024
grid,metal_contamination,1048576,4647,0.4431724548339844,1024,1024
grid,metal_contamination,1048576,5163,0.4923820495605469,1024,1024
grid,metal_contamination,1048576,1976,0.188446044921875,1024,1024
grid,metal_contamination,1048576,4072,0.388336181640625,1024,1024
grid,metal_contamination,1048576,7452,0.7106781005859375,1024,1024
grid,metal_contamination,1048576,3131,0.2985954284667969,1024,1024
grid,metal_contamination,1048576,4249,0.4052162170410156,1024,1024
grid,broken,1048576,7428,0.7083892822265625,1024,1024
grid,broken,1048576,4616,0.440216064453125,1024,1024
grid,broken,1048576,4135,0.3943443298339844,1024,1024
grid,broken,1048576,11860,1.1310577392578125,1024,1024
grid,broken,1048576,2682,0.25577545166015625,1024,1024
grid,broken,1048576,5170,0.49304962158203125,1024,1024
grid,broken,1048576,4852,0.4627227783203125,1024,1024
grid,broken,1048576,6628,0.6320953369140625,1024,1024
grid,broken,1048576,24376,2.324676513671875,1024,1024
grid,broken,1048576,5489,0.5234718322753906,1024,1024
grid,broken,1048576,4002,0.38166046142578125,1024,1024
grid,broken,1048576,6307,0.6014823913574219,1024,1024
grid,thread,1048576,7354,0.7013320922851562,1024,1024
grid,thread,1048576,32883,3.135967254638672,1024,1024
grid,thread,1048576,37555,3.581523895263672,1024,1024
grid,thread,1048576,18349,1.7498970031738281,1024,1024
grid,thread,1048576,15995,1.5254020690917969,1024,1024
grid,thread,1048576,25467,2.428722381591797,1024,1024
grid,thread,1048576,33899,3.232860565185547,1024,1024
grid,thread,1048576,15724,1.4995574951171875,1024,1024
grid,thread,1048576,14256,1.35955810546875,1024,1024
grid,thread,1048576,16043,1.5299797058105469,1024,1024
grid,thread,1048576,16580,1.5811920166015625,1024,1024
grid,bent,1048576,5460,0.5207061767578125,1024,1024
grid,bent,1048576,8709,0.8305549621582031,1024,1024
grid,bent,1048576,6220,0.5931854248046875,1024,1024
grid,bent,1048576,7860,0.7495880126953125,1024,1024
grid,bent,1048576,4315,0.4115104675292969,1024,1024
grid,bent,1048576,19594,1.8686294555664062,1024,1024
grid,bent,1048576,11967,1.1412620544433594,1024,1024
grid,bent,1048576,14959,1.4266014099121094,1024,1024
grid,bent,1048576,4554,0.43430328369140625,1024,1024
grid,bent,1048576,22629,2.158069610595703,1024,1024
grid,bent,1048576,15136,1.4434814453125,1024,1024
grid,bent,1048576,14468,1.3797760009765625,1024,1024
grid,glue,1048576,5771,0.5503654479980469,1024,1024
grid,glue,1048576,7696,0.73394775390625,1024,1024
grid,glue,1048576,2384,0.22735595703125,1024,1024
grid,glue,1048576,4794,0.45719146728515625,1024,1024
grid,glue,1048576,5399,0.5148887634277344,1024,1024
grid,glue,1048576,6811,0.6495475769042969,1024,1024
grid,glue,1048576,5125,0.4887580871582031,1024,1024
grid,glue,1048576,2542,0.24242401123046875,1024,1024
grid,glue,1048576,5019,0.4786491394042969,1024,1024
grid,glue,1048576,4838,0.46138763427734375,1024,1024
grid,glue,1048576,6548,0.6244659423828125,1024,1024
hazelnut,print,1048576,39682,3.7843704223632812,1024,1024
hazelnut,print,1048576,32196,3.0704498291015625,1024,1024
hazelnut,print,1048576,28795,2.746105194091797,1024,1024
hazelnut,print,1048576,46948,4.4773101806640625,1024,1024
hazelnut,print,1048576,18439,1.7584800720214844,1024,1024
hazelnut,print,1048576,19830,1.8911361694335938,1024,1024
hazelnut,print,1048576,25541,2.435779571533203,1024,1024
hazelnut,print,1048576,20164,1.9229888916015625,1024,1024
hazelnut,print,1048576,21320,2.033233642578125,1024,1024
hazelnut,print,1048576,17078,1.6286849975585938,1024,1024
hazelnut,print,1048576,26844,2.5600433349609375,1024,1024
hazelnut,print,1048576,20185,1.9249916076660156,1024,1024
hazelnut,print,1048576,31697,3.0228614807128906,1024,1024
hazelnut,print,1048576,50619,4.827404022216797,1024,1024
hazelnut,print,1048576,30884,2.9453277587890625,1024,1024
hazelnut,print,1048576,22566,2.1520614624023438,1024,1024
hazelnut,print,1048576,15902,1.5165328979492188,1024,1024
hazelnut,crack,1048576,66262,6.319236755371094,1024,1024
hazelnut,crack,1048576,28420,2.7103424072265625,1024,1024
hazelnut,crack,1048576,146408,13.962554931640625,1024,1024
hazelnut,crack,1048576,30315,2.891063690185547,1024,1024
hazelnut,crack,1048576,22632,2.158355712890625,1024,1024
hazelnut,crack,1048576,13434,1.2811660766601562,1024,1024
hazelnut,crack,1048576,183595,17.508983612060547,1024,1024
hazelnut,crack,1048576,290021,27.658557891845703,1024,1024
hazelnut,crack,1048576,16456,1.569366455078125,1024,1024
hazelnut,crack,1048576,234892,22.401046752929688,1024,1024
hazelnut,crack,1048576,16317,1.5561103820800781,1024,1024
hazelnut,crack,1048576,66479,6.339931488037109,1024,1024
hazelnut,crack,1048576,16584,1.581573486328125,1024,1024
hazelnut,crack,1048576,42808,4.082489013671875,1024,1024
hazelnut,crack,1048576,80208,7.64923095703125,1024,1024
hazelnut,crack,1048576,251942,24.027061462402344,1024,1024
hazelnut,crack,1048576,23082,2.2012710571289062,1024,1024
hazelnut,crack,1048576,55765,5.318164825439453,1024,1024
hazelnut,hole,1048576,14373,1.3707160949707031,1024,1024
hazelnut,hole,1048576,11881,1.1330604553222656,1024,1024
hazelnut,hole,1048576,5511,0.5255699157714844,1024,1024
hazelnut,hole,1048576,30772,2.9346466064453125,1024,1024
hazelnut,hole,1048576,9242,0.8813858032226562,1024,1024
hazelnut,hole,1048576,7308,0.6969451904296875,1024,1024
hazelnut,hole,1048576,26873,2.5628089904785156,1024,1024
hazelnut,hole,1048576,14880,1.4190673828125,1024,1024
hazelnut,hole,1048576,24372,2.3242950439453125,1024,1024
hazelnut,hole,1048576,2442,0.23288726806640625,1024,1024
hazelnut,hole,1048576,12519,1.1939048767089844,1024,1024
hazelnut,hole,1048576,4231,0.4034996032714844,1024,1024
hazelnut,hole,1048576,16808,1.602935791015625,1024,1024
hazelnut,hole,1048576,13410,1.2788772583007812,1024,1024
hazelnut,hole,1048576,13478,1.2853622436523438,1024,1024
hazelnut,hole,1048576,9068,0.8647918701171875,1024,1024
hazelnut,hole,1048576,27842,2.6552200317382812,1024,1024
hazelnut,hole,1048576,6690,0.6380081176757812,1024,1024
hazelnut,cut,1048576,4168,0.397491455078125,1024,1024
hazelnut,cut,1048576,11200,1.068115234375,1024,1024
hazelnut,cut,1048576,21145,2.0165443420410156,1024,1024
hazelnut,cut,1048576,8242,0.7860183715820312,1024,1024
hazelnut,cut,1048576,5618,0.5357742309570312,1024,1024
hazelnut,cut,1048576,6489,0.6188392639160156,1024,1024
hazelnut,cut,1048576,6037,0.5757331848144531,1024,1024
hazelnut,cut,1048576,11223,1.0703086853027344,1024,1024
hazelnut,cut,1048576,6952,0.662994384765625,1024,1024
hazelnut,cut,1048576,6586,0.6280899047851562,1024,1024
hazelnut,cut,1048576,16388,1.5628814697265625,1024,1024
hazelnut,cut,1048576,8760,0.835418701171875,1024,1024
hazelnut,cut,1048576,10732,1.0234832763671875,1024,1024
hazelnut,cut,1048576,6604,0.6298065185546875,1024,1024
hazelnut,cut,1048576,10831,1.0329246520996094,1024,1024
hazelnut,cut,1048576,6144,0.5859375,1024,1024
